코드,이름,투타,포지션,생년월일,키,몸무게,외국인
80039,박기수,우투우타,타자,19591127,,,0
80040,박명운,우투우타,타자,19590717,,,0
80041,박성현,우투우타,타자,19640702,,,0
80042,박용성,우투우타,타자,19580930,,,0
80043,박재천,우투우타,타자,19571010,,,0
80044,박전섭,우투우타,타자,19590204,,,0
80045,박종호,우투우타,타자,19641207,,,0
80046,박찬,우투우타,타자,19550426,,,0
80047,박해종,우투우타,타자,19520909,,,0
80048,박희찬,우투우타,타자,19630501,,,0
80049,배원영,우투우타,타자,19620115,,,0
80050,사인상,우투우타,타자,19601218,,,0
80052,송경섭,우투우타,타자,19601126,,,0
80053,서정환,우투우타,타자,19550705,178,76,0
80054,송상진,우투우타,타자,19620322,,,0
80056,송영운,좌투좌타,타자,19521215,,,0
80057,송일수,우투우타,타자,19501213,173,75,0
80058,송형석,좌투좌타,타자,19650128,,,0
80059,신성철,우투우타,타자,19640810,,,0
80060,안민석,우투우타,타자,19660207,,,0
80070,양현기,우투우타,타자,19661120,,,0
80071,엄태섭,좌투좌타,타자,19590717,,,0
80072,오덕환,우투우타,타자,19590214,,,0
80073,유고웅,우투우타,타자,19581221,,,0
80074,유광진,우투우타,타자,19651019,,,0
80077,유성룡,우투우타,타자,19600718,,,0
80078,유제룡,우투우타,타자,19560811,,,0
80079,윤동균,좌투좌타,타자,19490702,,,0
80080,윤찬,우투우타,타자,19671017,,,0
80081,윤혁,좌투좌타,타자,19670522,,,0
80082,윤홍식,우투우타,타자,19620626,,,0
80083,이경수,우투우타,타자,19590527,,,0
80084,이군노,우투우타,타자,19610227,,,0
80085,이근식,좌투좌타,타자,19590623,,,0
80086,이근식,좌투좌타,타자,19580302,,,0
80087,이동수,우투우타,투수,19620805,,,0
80088,이동완,우투우타,타자,19620214,,,0
80089,이병억,우투우타,타자,19620105,,,0
80090,이삼열,우투우타,타자,19550310,,,0
80091,이상훈,우투우타,투수,19631022,177,90,0
80092,이석규,우투우타,타자,19570213,,,0
80093,이성근,우투우타,타자,19620623,,,0
80094,이성득,우투우타,타자,19530721,,,0
80095,이성수,좌투좌타,타자,19601023,,,0
80097,이영구,우투우타,타자,19541224,,,0
80098,이재호,우투우타,타자,19660307,,,0
80099,이정은,우투우타,타자,19620523,,,0
80111,이찬선,우투우타,타자,19620521,,,0
80112,이춘근,우투우타,타자,19480301,,,0
80113,이홍식,우투우타,타자,19640130,,,0
80114,임순태,우투우타,타자,19620505,,,0
80115,임신근,좌투좌타,타자,19491128,,,0
80116,임정면,우투우타,타자,19580917,,,0
80117,임창호,우투우타,타자,19590105,,,0
80201,장정기,우투우타,타자,19580810,,,0
80202,장훈,우투우타,타자,19610626,,,0
80203,정문섭,우투우타,타자,19600404,,,0
80204,정성만,좌투좌타,투수,19551010,,,0
80500,정재훈,우투우타,타자,19720314,,,0
80501,정태관,우투우타,타자,19610605,,,0
80502,정학수,우투우타,타자,19561204,,,0
80531,조만형,우투우타,타자,19700112,,,0
80532,조상헌,우투우타,타자,19640503,,,0
80535,조호,우투우타,타자,19570922,,,0
80536,조흥운,우투우타,타자,19540813,,,0
80538,차영석,우투우타,타자,19641006,,,0
80539,최광묵,우투우타,타자,19600101,,,0
80560,최무영,우투우타,타자,19621102,,,0
80561,최순하,우투우타,타자,19550115,,,0
80562,최영조,우투우타,타자,19630115,,,0
80574,김경훈,우투우타,타자,19570110,,,0
80582,최재은,우투우타,타자,19610824,,,0
80583,최정기,우투우타,타자,19560716,,,0
80584,추상완,우투우타,타자,19710128,,,0
80585,치멜리스,우투우타,타자,19670727,,,1
80587,쿨바,우투우타,타자,19660613,,,1
80589,탁재원,우투우타,타자,19620114,,,0
80611,하용석,우투우타,타자,19660623,,,0
80612,허운,우투우타,타자,19590818,,,0
80614,헤어,좌투좌타,타자,19670326,,,1
80615,홍순만,우투우타,타자,19570711,,,0
80617,홍순호,좌투좌타,타자,19620121,,,0
80618,홍신차,우투우타,타자,19590103,,,0
80619,홍희섭,우투우타,타자,19570208,,,0
80620,황규봉,우투우타,투수,19530424,,,0
80623,황윤태,우투우타,타자,19630508,,,0
81992,기세봉,우투우타,투수,19600201,,,0
82000,함학수,우투우타,타자,19550102,182,88,0
82001,정구왕,우투우타,타자,19540326,,,0
82003,선우대영,좌투좌타,투수,19570912,,,0
82004,김유동,우투우타,타자,19540409,,,0
82005,정종현,우투우타,타자,19591205,,,0
82006,이홍범,우투우타,타자,19530210,168,68,0
82007,정혁진,좌투좌타,타자,19600705,,,0
82009,박영진,우투우타,투수,19580727,,,0
82046,박준영,좌투좌타,타자,19530220,,,0
82110,김바위,좌투좌타,타자,19550408,,,0
82114,김용운,우투우타,타자,19550605,,,0
82116,김재박,우투우타,타자,19540523,174,77,0
82121,이광은,우투우타,타자,19550628,178,78,0
82122,이길환,우투우타,투수,19590715,,,0
82153,정영기,우투우타,타자,19560229,180,85,0
82156,차준섭,우투우타,투수,19561016,,,0
82173,신언호,우투우타,타자,19551218,177,78,0
82174,유승안,우투우타,타자,19560601,180,87,0
82175,유종겸,좌투좌타,투수,19560914,176,75,0
82205,방기만,우투우타,투수,19540515,,,0
82210,김광수,우투우타,타자,19590103,165,80,0
82211,김경문,우투우타,타자,19581101,175,78,0
82220,최옥규,우투우타,투수,19530717,,,0
82234,박철순,우투우타,투수,19560312,,,0
82243,구재서,우투우타,타자,19630815,,,0
82271,계형철,우투우타,투수,19530403,183,75,0
82273,구천서,우투우타,타자,19630815,173,78,0
82275,신경식,좌투좌타,타자,19610819,190,95,0
82276,양세종,우투우타,타자,19580117,,,0
82279,조범현,우투우타,타자,19601001,177,80,0
82303,김재현,우투우타,투수,19590303,,,0
82318,김진철,우투우타,타자,19580418,,,0
82374,양승관,우투우타,타자,19590602,180,82,0
82410,김한근,우투우타,타자,19550305,175,85,0
82420,이만수,우투우타,타자,19580919,175,82,0
82432,박정환,우투우타,타자,19570525,180,83,0
82460,장태수,우투우타,타자,19571015,174,77,0
82477,오대석,우투우타,타자,19600102,178,77,0
82480,허규옥,좌투좌타,타자,19560808,,,0
82499,성낙수,우투우타,투수,19570812,,,0
82512,천창호,우투우타,투수,19540213,,,0
82514,김용철,우투우타,타자,19570921,184,90,0
82516,김재상,우투우타,타자,19590706,,,0
82559,이종도,우투우타,타자,19520522,176,78,0
82571,노상수,우투우타,투수,19580505,177,81,0
82574,차동열,우투우타,타자,19560117,180,87,0
82581,최영환,우투우타,타자,19590228,,,0
82612,김성한,우투우타,타자,19580518,178,90,0
82616,김일권,우투우타,타자,19560920,,,0
82617,김종모,우투우타,타자,19591101,178,78,0
82646,한상연,우투우타,투수,19640827,,,0
82664,이진우,좌투좌타,투수,19560318,,,0
82665,이윤섭,좌투좌타,타자,19580301,,,0
82667,이선희,좌투좌타,투수,19550214,180,85,0
82673,조충열,우투우타,타자,19590225,174,75,0
82690,김봉연,우투우타,타자,19520113,177,80,0
82698,이상윤,우투우타,투수,19601221,182,88,0
82699,이광권,우투우타,투수,19540628,,,0
82700,방수원,우투우타,투수,19600104,,,0
82702,신태중,우투우타,투수,19550627,,,0
82703,양일환,우투우타,투수,19610610,178,79,0
82775,박상열,우투우타,투수,19550805,172,68,0
82776,김봉기,우투우타,타자,19531223,,,0
82777,김문영,우투우타,타자,19600424,,,0
82778,박석채,우투우타,투수,19570826,,,0
82798,김대진,우투우타,타자,19551222,182,82,0
82799,김근석,우투우타,타자,19620618,,,0
82873,이해창,우투우타,타자,19530423,,,0
82904,감사용,좌투좌타,투수,19570323,,,0
82954,인호봉,우투우타,투수,19580304,,,0
82966,오문현,우투우타,투수,19530213,,,0
82982,김정수,좌투좌타,타자,19530402,178,80,0
82983,김현홍,우투우타,투수,19560213,,,0
82984,박경호,우투우타,투수,19510115,,,0
82992,강철원,우투우타,투수,19580127,,,0
82993,권영호,좌투좌타,투수,19540123,182,81,0
82995,김덕열,우투우타,투수,19550423,,,0
82996,김동철,우투우타,투수,19600605,,,0
82997,김문희,우투우타,투수,19550323,,,0
82998,김시철,우투우타,투수,19581124,,,0
82999,김용남,우투우타,투수,19580226,,,0
83147,김정수,우투우타,타자,19601013,,,0
83171,오영일,우투우타,투수,19600206,184,82,0
83260,장호연,우투우타,투수,19600505,174,82,0
83270,한대화,우투우타,타자,19600708,176,82,0
83272,정선두,우투우타,투수,19590606,,,0
83320,이광길,우투우타,타자,19600804,170,71,0
83321,이선웅,우투우타,타자,19610211,,,0
83324,이원국,우투우타,투수,19490510,,,0
83350,정구선,우투우타,타자,19561215,178,80,0
83371,임호균,우투우타,투수,19560326,,,0
83411,김동재,우투우타,타자,19601031,177,77,0
83412,김시진,우투우타,투수,19580320,183,86,0
83431,박승호,좌투좌타,타자,19580209,183,91,0
83450,정진호,우투우타,타자,19560623,179,75,0
83460,장효조,좌투좌타,타자,19560706,175,78,0
83470,박동경,우투우타,투수,19640303,,,0
83472,홍승규,좌투좌타,타자,19600620,,,0
83473,황병일,우투우타,타자,19600322,180,86,0
83513,김호근,우투우타,타자,19600629,178,85,0
83530,박영태,우투우타,타자,19590825,183,90,0
83539,김현재,좌투좌타,투수,19560604,,,0
83540,최동원,우투우타,투수,19580524,179,95,0
83561,엄평재,우투우타,투수,19601024,,,0
83570,배경환,우투우타,투수,19560708,,,0
83571,심재원,우투우타,타자,19530730,,,0
83573,유두열,우투우타,타자,19561029,172,73,0
83574,한문연,우투우타,타자,19610410,173,85,0
83575,안창완,좌투좌타,투수,19611205,,,0
83588,박정후,좌투좌타,투수,19591222,,,0
83600,주동식,우투우타,투수,19480823,,,0
83670,송일섭,좌투좌타,타자,19590817,,,0
83700,김명구,우투우타,타자,19610515,,,0
83738,신계석,우투우타,투수,19600905,,,0
83799,김경표,우투우타,타자,19600429,,,0
83800,김무종,우투우타,타자,19540407,,,0
83899,김석일,좌투좌타,타자,19591126,,,0
83977,유종천,우투우타,투수,19560325,,,0
83992,김상기,좌투좌타,투수,19610303,,,0
83999,장명부,우투우타,투수,19501227,,,0
84111,김봉근,우투우타,투수,19610313,178,75,0
84112,김상훈,좌투좌타,타자,19600706,185,85,0
84113,김영균,우투우타,타자,19610712,,,0
84210,김광림,좌투좌타,타자,19610309,173,78,0
84214,김진욱,우투우타,투수,19600805,182,87,0
84240,최일언,우투우타,투수,19610727,177,80,0
84273,윤석환,좌투좌타,투수,19610717,180,84,0
84274,한오종,좌투좌타,투수,19610616,,,0
84393,조용철,우투우타,투수,19650822,,,0
84405,진동한,우투우타,투수,19610604,,,0
84410,김성래,우투우타,타자,19611203,185,90,0
84450,정성룡,좌투좌타,타자,19640519,,,0
84473,전용권,우투우타,투수,19610412,,,0
84510,김민호,좌투좌타,타자,19610428,183,85,0
84520,이문한,좌투좌타,투수,19610703,,,0
84573,홍문종,좌투좌타,타자,19541114,,,0
84574,조성옥,좌투좌타,타자,19610825,,,0
84610,김윤환,우투우타,타자,19570801,,,0
84671,문희수,우투우타,투수,19650315,175,80,0
84700,신태순,우투우타,투수,19620213,,,0
84799,김명성,좌투좌타,타자,19610824,,,0
84992,권기홍,좌투좌타,투수,19610712,,,0
84993,김재열,우투우타,투수,19610425,,,0
84995,박덕용,좌투좌타,투수,19561107,,,0
84999,김일융,좌투좌타,투수,19510511,,,0
85110,김용수,우투우타,투수,19600502,176,73,0
85130,박흥식,좌투좌타,타자,19620105,170,81,0
85150,정삼흠,우투우타,투수,19611105,185,85,0
85171,유지홍,우투우타,타자,19620424,,,0
85172,윤덕규,좌투좌타,타자,19630225,178,82,0
85210,김형석,좌투좌타,타자,19620818,185,97,0
85220,이승희,우투우타,타자,19590403,,,0
85350,정은배,우투우타,투수,19621019,,,0
85370,양후승,우투우타,타자,19610911,171,73,0
85410,김성갑,우투우타,타자,19620503,168,68,0
85412,김용국,우투우타,타자,19620621,176,77,0
85420,이종두,우투우타,타자,19620405,183,83,0
85449,박창언,우투우타,타자,19581128,,,0
85531,박동수,우투우타,투수,19610612,177,85,0
85570,양상문,좌투좌타,투수,19610324,175,82,0
85571,한영준,우투우타,타자,19621114,171,74,0
85580,우경하,우투우타,타자,19571015,180,85,0
85617,최상주,좌투좌타,투수,19620807,,,0
85620,이순철,우투우타,타자,19610418,173,80,0
85672,선동열,우투우타,투수,19630110,185,97,0
85701,도이석,우투우타,타자,19610913,,,0
85992,김기철,우투우타,투수,19620524,,,0
85993,김정행,우투우타,투수,19520515,,,0
85994,김준희,우투우타,투수,19600516,,,0
85998,이충우,우투우타,투수,19580813,,,0
85999,고광수,우투우타,타자,19630719,,,0
86101,안언학,우투우타,타자,19620106,,,0
86110,김태원,우투우타,투수,19640128,185,85,0
86111,김건우,우투우타,타자,19630830,176,80,0
86120,이재홍,우투우타,투수,19630924,,,0
86170,예병준,우투우타,투수,19620312,,,0
86171,서효인,우투우타,타자,19620206,178,81,0
86172,민경삼,우투우타,타자,19630224,178,81,0
86220,이복근,우투우타,타자,19620421,,,0
86230,박형열,좌투좌타,투수,19671113,,,0
86231,박노준,좌투좌타,타자,19621026,,,0
86240,최동창,우투우타,타자,19650607,,,0
86246,박칠성,우투우타,타자,19620928,177,80,0
86303,김기태,우투우타,투수,19521016,,,0
86310,김신부,우투우타,투수,19630706,,,0
86312,김동기,우투우타,타자,19640305,,,0
86321,이광근,좌투좌타,타자,19620124,176,78,0
86346,천성호,우투우타,투수,19630107,,,0
86370,조병천,우투우타,투수,19600525,,,0
86410,김훈기,우투우타,투수,19620725,,,0
86470,성준,좌투좌타,투수,19620925,180,72,0
86472,구윤,좌투좌타,타자,19630618,,,0
86510,김성현,우투우타,타자,19630821,181,92,0
86520,이창원,우투우타,타자,19630222,,,0
86540,최계영,우투우타,타자,19630903,,,0
86570,오명록,우투우타,투수,19620406,,,0
86571,임경택,좌투좌타,타자,19630302,,,0
86572,윤학길,우투우타,투수,19610704,187,95,0
86611,김평호,우투우타,타자,19631223,172,75,0
86612,김정수,좌투좌타,투수,19620724,182,87,0
86620,이건열,우투우타,타자,19630425,179,78,0
86622,이우상,좌투좌타,투수,19581129,,,0
86660,장채근,우투우타,타자,19640328,183,107,0
86669,조도연,좌투좌타,투수,19610806,,,0
86670,차동철,우투우타,투수,19630127,,,0
86671,강상진,우투우타,투수,19620417,,,0
86672,신동수,좌투좌타,투수,19661001,175,80,0
86711,김상국,우투우타,타자,19630405,,,0
86712,김종문,우투우타,타자,19641110,,,0
86716,김수길,우투우타,타자,19630201,177,83,0
86718,전대영,우투우타,타자,19620110,177,87,0
86722,이상군,우투우타,투수,19620421,176,72,0
86724,이강돈,좌투좌타,타자,19610227,175,89,0
86770,한희민,우투우타,투수,19620719,188,77,0
86774,유해덕,좌투좌타,타자,19620621,,,0
86778,임재준,우투우타,투수,19620207,,,0
86779,손문곤,우투우타,투수,19650129,,,0
86780,강정길,좌투좌타,타자,19620725,183,78,0
86781,고원부,우투우타,타자,19620417,,,0
86799,조호표,우투우타,투수,19581202,,,0
86800,김경갑,우투우타,타자,19600201,,,0
86992,김강익,우투우타,투수,19611205,,,0
86993,김대현,우투우타,투수,19620616,,,0
86994,김연철,우투우타,투수,19580320,,,0
86995,민문식,우투우타,투수,19611126,,,0
87012,김호인,우투우타,타자,19540912,,,0
87013,조종규,우투우타,타자,19551008,,,0
87110,김영직,좌투좌타,타자,19600926,175,75,0
87230,박현영,우투우타,타자,19680830,,,0
87270,안대환,우투우타,타자,19620914,,,0
87322,이연수,우투우타,타자,19630303,172,73,0
87340,최창호,좌투좌타,투수,19661108,174,71,0
87410,김종갑,우투우타,타자,19640618,,,0
87412,김정수,좌투좌타,타자,19630315,,,0
87413,김성길,우투우타,투수,19560522,,,0
87420,이척기,좌투좌타,투수,19620525,,,0
87421,이현택,좌투좌타,타자,19640928,,,0
87430,최진영,우투우타,투수,19640304,,,0
87460,장태수,좌투좌타,투수,19640315,,,0
87470,류중일,우투우타,타자,19630428,176,74,0
87510,김종석,좌투좌타,투수,19640715,,,0
87520,이재성,우투우타,타자,19620424,,,0
87531,박태호,우투우타,타자,19630513,,,0
87550,정국헌,우투우타,타자,19641125,,,0
87570,전종화,우투우타,타자,19650810,180,79,0
87610,김만후,우투우타,타자,19640326,174,72,0
87630,박철우,좌투좌타,타자,19640412,181,91,0
87670,백인수,우투우타,타자,19630519,173,76,0
87671,조재환,좌투좌타,타자,19641119,,,0
87672,송유석,우투우타,투수,19660716,175,85,0
87710,김대중,우투우타,투수,19630316,,,0
87720,이동석,우투우타,투수,19640111,,,0
87721,이정훈,좌투좌타,타자,19630828,171,79,0
87722,이중화,좌투좌타,타자,19640211,,,0
87750,정상진,좌투좌타,타자,19641210,,,0
87760,장종훈,우투우타,타자,19680410,186,93,0
87771,조용호,좌투좌타,타자,19650213,,,0
88110,김상호,우투우타,타자,19651019,180,84,0
88120,이국성,좌투좌타,투수,19651228,,,0
88121,이용철,우투우타,투수,19661006,177,77,0
88170,문병권,우투우타,투수,19650404,,,0
88210,김원식,우투우타,타자,19660213,,,0
88211,김용희,우투우타,타자,19641220,,,0
88250,정삼룡,우투우타,타자,19650920,,,0
88271,길홍규,우투우타,타자,19650331,,,0
88272,서일권,우투우타,타자,19611018,,,0
88273,하창우,우투우타,투수,19691024,,,0
88274,송재박,우투우타,타자,19561015,181,78,0
88275,강규성,우투우타,투수,19690325,,,0
88308,김일부,우투우타,투수,19630620,,,0
88310,김진규,우투우타,타자,19650510,,,0
88320,이상구,우투우타,투수,19630227,,,0
88330,박상범,우투우타,투수,19650707,,,0
88331,박상국,좌투좌타,타자,19600906,,,0
88332,박정현,우언우타,투수,19690710,192,83,0
88371,신완근,우투우타,투수,19660214,,,0
88372,유동효,우투우타,타자,19650416,,,0
88373,곽권희,우투우타,타자,19661014,,,0
88374,원원근,우투좌타,타자,19670302,,,0
88376,여태구,좌투좌타,타자,19641210,,,0
88420,이주헌,우투우타,투수,19691117,,,0
88450,정윤수,좌투좌타,투수,19641217,,,0
88470,홍성연,우투우타,투수,19650718,,,0
88478,정용생,우투우타,투수,19640429,,,0
88510,김응국,좌투좌타,타자,19660114,185,96,0
88570,구명근,우투우타,투수,19650221,,,0
88571,고정식,우투우타,타자,19650515,185,95,0
88572,서정용,우투우타,투수,19690905,,,0
88611,김성규,좌투좌타,타자,19651209,172,72,0
88670,서창기,우투우타,타자,19650307,,,0
88710,김광윤,우투우타,타자,19640305,,,0
88711,김홍명,우투우타,투수,19620616,,,0
88750,장정순,우투우타,투수,19640801,,,0
88751,안성수,우투우타,타자,19650520,,,0
88770,한용덕,우투우타,투수,19650602,184,84,0
88771,곽동열,우투우타,타자,19550510,,,0
88772,조양근,우투우타,타자,19640322,,,0
88773,오효근,우투우타,타자,19650213,,,0
88774,지성규,좌투좌타,투수,19691115,,,0
89110,김덕근,우투우타,투수,19640301,,,0
89111,김기범,좌투좌타,투수,19651213,177,78,0
89120,이승범,우투우타,타자,19670727,,,0
89131,박성훈,우투우타,타자,19670123,,,0
89142,최훈재,좌투좌타,타자,19670121,178,78,0
89170,한명수,우투우타,투수,19661113,,,0
89172,나웅,우투우타,타자,19670111,,,0
89173,전태건,우투우타,투수,19710206,,,0
89174,배현우,우투우타,투수,19701102,,,0
89175,노찬엽,우투우타,타자,19650115,176,77,0
89211,김동현,우투우타,투수,19661012,,,0
89212,김보선,우투우타,투수,19660315,,,0
89214,김종석,좌투좌타,타자,19710228,184,90,0
89220,이진,좌투좌타,투수,19660915,,,0
89221,이명수,우투우타,타자,19660729,181,83,0
89230,김진규,우투우타,투수,19620630,,,0
89269,김형균,우투우타,투수,19690514,,,0
89270,구동우,좌투좌타,투수,19661227,179,90,0
89271,홍길남,우투우타,투수,19710224,,,0
89272,곽연수,우투우타,타자,19670318,,,0
89273,송명철,우투우타,타자,19700501,,,0
89310,김진한,우투우타,타자,19640519,,,0
89311,김풍기,우투우타,타자,19661019,,,0
89321,이희성,좌투좌타,타자,19660502,,,0
89330,박은진,우투우타,투수,19640927,,,0
89331,박준태,우투우타,타자,19670222,172,75,0
89350,정명진,우투우타,투수,19611113,,,0
89351,정명원,우투우타,투수,19660614,189,89,0
89370,노민승,우투우타,투수,19651120,,,0
89371,허정욱,우투우타,투수,19650804,,,0
89372,윤성훈,우투우타,타자,19660604,,,0
89397,조진구,좌투좌타,투수,19690210,,,0
89410,김상엽,우투우타,투수,19700511,187,95,0
89420,이종옥,우투우타,타자,19650311,,,0
89430,박용준,좌투좌타,투수,19700617,,,0
89431,박정은,우투우타,투수,19700415,,,0
89440,최해명,우투우타,타자,19641225,173,75,0
89450,정존수,우투우타,타자,19700123,,,0
89470,유명선,우투우타,투수,19650903,,,0
89471,송광훈,우투우타,투수,19620809,,,0
89475,강기웅,우투우타,타자,19640225,173,72,0
89476,강영수,우투우타,타자,19650210,,,0
89477,나광남,우투우타,타자,19670805,,,0
89478,강종필,우투우타,타자,19670228,,,0
89511,김청수,우투우타,투수,19660806,,,0
89512,김선일,우투우타,타자,19650802,,,0
89513,김인호,우투우타,타자,19670126,180,84,0
89514,김상우,우투좌타,타자,19661214,,,0
89520,이상번,우투우타,투수,19700305,,,0
89522,이종운,좌투좌타,타자,19660406,176,79,0
89570,서호진,우투우타,투수,19660825,,,0
89572,현남수,우투우타,타자,19650714,,,0
89573,윤동배,우투우타,투수,19660303,,,0
89610,김정훈,우투우타,타자,19700729,,,0
89611,김태완,우투우타,타자,19660820,,,0
89620,이강철,우언우타,투수,19660524,180,78,0
89621,이광우,우투우타,투수,19650314,182,83,0
89622,이경복,우투우타,타자,19701119,,,0
89630,박병호,우투우타,타자,19700709,,,0
89651,정동해,좌투좌타,투수,19711028,,,0
89660,장호익,우투우타,타자,19650511,,,0
89670,조계현,우투우타,투수,19640501,178,87,0
89672,강태원,우투우타,투수,19710515,180,83,0
89673,유창균,우투우타,투수,19701023,,,0
89674,윤재호,우투우타,타자,19670306,,,0
89675,문승훈,우투우타,타자,19660314,,,0
89710,김락기,우투우타,투수,19661028,,,0
89712,김용선,우투우타,타자,19700809,,,0
89720,이은승,우투우타,투수,19710212,,,0
89721,이종호,우투우타,타자,19670215,173,72,0
89730,박선일,우투우타,타자,19660722,,,0
89770,송진우,좌투좌타,투수,19660216,181,80,0
89771,진정필,우투우타,투수,19660210,,,0
89772,손창현,우투우타,투수,19700101,,,0
89773,원근호,우투우타,투수,19681113,,,0
89775,성군철,우투좌타,타자,19680525,,,0
89776,손경호,우투우타,타자,19660310,,,0
89777,황대연,우투우타,타자,19670720,183,90,0
89778,강석천,우투우타,타자,19671207,185,87,0
89784,정종헌,좌투좌타,투수,19690712,,,0
90000,최달호,우투우타,타자,19690902,,,0
90001,정인조,우투우타,투수,19641123,,,0
90002,김기완,좌투좌타,투수,19660604,,,0
90003,구대진,우투우타,투수,19670602,,,0
90004,김석기,우투우타,투수,19671007,,,0
90012,박종철,우투우타,투수,19711012,,,0
90013,최한림,좌투좌타,투수,19711115,,,0
90018,공봉구,우투우타,타자,19670718,,,0
90020,최해식,우투우타,타자,19680930,178,82,0
90023,김영운,좌투좌타,타자,19660414,,,0
90025,김호,우투우타,타자,19670503,175,80,0
90210,김만조,우투우타,투수,19690711,,,0
90211,권영구,우투우타,투수,19710820,,,0
90212,강형석,좌투좌타,타자,19680107,,,0
90213,김상진,우투우타,투수,19700315,182,91,0
90214,김태형,우투우타,타자,19670912,175,82,0
90220,손병희,우투우타,투수,19710420,,,0
90250,임형석,우투우타,타자,19680129,,,0
90251,서준룡,우투우타,타자,19670829,,,0
90261,조정수,우투우타,투수,19690502,,,0
90272,정재호,우투우타,타자,19671008,,,1
90282,최덕현,우투우타,타자,19710726,,,0
90283,최치용,우투우타,타자,19710716,,,0
90285,최재룡,우투우타,타자,19640615,,,0
90310,김력,우투우타,투수,19680228,,,0
90311,김민태,우투우타,투수,19700323,,,0
90312,가내영,우투우타,투수,19710329,182,76,0
90313,김경기,우투우타,타자,19680405,185,91,0
90314,강호규,우투우타,타자,19700428,,,0
90315,권준헌,우투우타,타자,19711201,187,100,0
90340,임진수,우투우타,타자,19720201,175,80,0
90347,강광회,우투우타,타자,19680623,,,0
90350,조웅천,우언우타,투수,19710317,183,82,0
90351,조영상,우투우타,투수,19701026,,,0
90412,김성일,우투우타,타자,19670503,,,0
90413,김종철,우투우타,투수,19680718,,,0
90414,김성재,우투우타,타자,19661008,,,0
90415,김선진,우투우타,타자,19670505,182,88,0
90416,김성준,우투우타,투수,19710621,,,0
90418,구동환,우투우타,타자,19630307,,,0
90419,김동수,우투우타,타자,19681027,180,85,0
90460,이병훈,우투우타,타자,19670517,,,0
90475,조필현,우투우타,타자,19710705,,,0
90480,장주덕,우투우타,타자,19720105,,,0
90490,최우석,좌투좌타,투수,19680115,,,0
90510,강민기,우투우타,투수,19700827,,,0
90511,김도형,좌투좌타,투수,19670728,,,0
90512,김창기,우투우타,투수,19660725,,,0
90513,김병수,우투우타,타자,19640914,,,0
90514,김종헌,우투우타,타자,19660727,177,76,0
90521,이지환,좌투좌타,타자,19710309,183,80,0
90522,이동채,우투우타,타자,19710601,,,0
90532,박동희,우투우타,투수,19680104,186,98,0
90550,전봉석,우투우타,타자,19680228,,,0
90571,손길호,우투우타,타자,19670803,,,0
90574,안명호,우투우타,타자,19710514,,,0
90580,유충돌,우투우타,타자,19670212,,,0
90581,공필성,우투우타,타자,19671111,177,77,0
90611,김병두,우투우타,타자,19720123,,,0
90613,강대성,우투우타,투수,19710509,,,0
90615,김형택,우투우타,투수,19711011,,,0
90643,박현수,우투우타,타자,19720128,,,0
90656,양민석,우투우타,타자,19711023,,,0
90658,이호성,우투우타,타자,19670717,180,80,0
90660,정회열,우투우타,타자,19681009,178,88,0
90670,서정필,우투우타,투수,19710805,,,0
90671,조찬관,우투우타,타자,19650620,,,0
90673,정성훈,우투우타,타자,19720517,,,0
90685,최태영,우투우타,투수,19710830,,,0
90687,최향남,우투우타,투수,19710328,186,90,0
90695,홍현우,우투우타,타자,19720928,180,83,0
90759,이효봉,우투우타,투수,19630126,,,0
90761,지화동,우투우타,타자,19670120,,,0
90768,진상봉,우투우타,타자,19650406,,,0
90771,임돈영,우투우타,타자,19711102,,,0
90774,유태완,우투우타,타자,19650928,,,0
90811,김인철,우투우타,타자,19710714,187,85,0
90850,이태일,우투우타,투수,19670409,,,0
90851,이상훈,우투우타,투수,19710321,181,82,0
90852,이규창,우투우타,타자,19710226,,,0
90853,이상목,우투우타,투수,19710425,187,80,0
90860,박홍철,우투우타,타자,19670612,,,0
90869,박인구,좌투좌타,타자,19701230,,,0
90876,정경훈,우투우타,타자,19720522,181,73,0
90880,최현준,우투우타,투수,19670503,,,0
90911,장진범,우투우타,타자,19590102,,,0
91006,송구홍,우투우타,타자,19680623,182,78,0
91011,이병석,우투우타,투수,19710517,187,98,0
91015,이종열,우투양타,타자,19730128,180,75,0
91059,서왕권,우투우타,투수,19681024,,,0
91066,나성열,우투우타,투수,19720909,,,0
91067,김성기,우투우타,타자,19721024,,,0
91101,김승남,우투우타,투수,19720628,,,0
91104,문귀석,우투우타,투수,19710914,,,0
91106,오희주,우투우타,투수,19680702,,,0
91112,김재덕,좌투좌타,타자,19730501,,,0
91113,양회열,우투우타,타자,19710909,,,0
91114,이종택,좌투좌타,타자,19680326,,,0
91119,이석구,좌투좌타,투수,19681120,,,0
91138,오종우,우투우타,투수,19690207,,,0
91145,문기영,우투우타,타자,19720924,173,71,0
91151,김기덕,우투우타,투수,19680702,,,0
91153,김태형,좌투좌타,투수,19720425,,,0
91160,김성식,우투우타,투수,19750523,,,0
91168,이승배,우투우타,투수,19680815,,,0
91201,권영일,우투우타,투수,19680116,,,0
91202,김익재,좌투좌타,투수,19680723,183,80,0
91206,강병규,우투우타,투수,19720520,185,75,0
91210,이종민,우투우타,타자,19721225,175,75,0
91211,김인철,우투우타,타자,19740812,,,0
91212,박천유,우투우타,타자,19681222,,,0
